Reported by,Origin (prefectures),Origin (district),Origin (municipality),Origin (Other),Food category,Item,Day of collection,Result found Date,134Cs Radioactivity concentration (Bq/kg),134Cs detection limit (Bq/kg),137Cs Radioactivity concentration (Bq/kg),137Cs detection limit (Bq/kg),134Cs + 137Cs Radioactivity concentration (Bq/kg),134Cs + 137Cs detection limit (Bq/kg),134Cs + 137Cs  exceeded reference value, Remarks
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B331,Wild birds and animals,Pheasant,2011-11-16,2011-11-25,,,,,8.6E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B253,Wild birds and animals,Wild boar,2011-11-17,2011-11-25,,,,,5.3E+02,,Exceeded reference value,"Over 500 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012. Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,C301,Wild birds and animals,Ducks,2011-11-17,2011-11-25,,,,,9.7E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B343,Wild birds and animals,Wild boar,2011-11-17,2011-12-09,,,,,7.9E+02,,Exceeded reference value,"Over 500 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012. Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kennan,Shirakawa city,E412,Wild birds and animals,Wild boar,2011-11-18,2011-11-25,,,,,1.3E+03,,Exceeded reference value,"Over 500 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012. Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kennan,Shirakawa city,E521,Wild birds and animals,Pheasant,2011-11-19,2011-11-25,,,,,3.4E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B111,Wild birds and animals,Wild boar,2011-11-20,2011-11-25,,,,,3.2E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kennan,Shirakawa city,E521,Wild birds and animals,Ducks,2011-11-20,2011-11-25,,,,,7.0E+01,,,
Fukushima prefecture,Fukushima prefecture,Iwaki,Iwaki city,E672,Wild birds and animals,Copper pheasant,2011-11-20,2011-11-25,,,,,7.4E+02,,Exceeded reference value,"Over 500 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012. Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kennan,Nishishirakawa county Nishigo village,E602,Wild birds and animals,Black bear,2011-11-21,2011-11-25,,,,,7.4E+02,,Exceeded reference value,"Over 500 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012. Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Iwaki,Iwaki city,E572,Wild birds and animals,Wild boar,2011-11-21,2011-12-09,,,,,1.9E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B341,Wild birds and animals,Pheasant,2011-11-21,2011-12-09,,,,,1.3E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Soma city,B562,Wild birds and animals,Wild boar,2011-11-22,2011-11-25,,,,,6.8E+02,,Exceeded reference value,"Over 500 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012. Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,B012,Wild birds and animals,Wild boar,2011-11-23,2011-11-25,,,,,6.5E+02,,Exceeded reference value,"Over 500 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012. Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kennan,Shirakawa city,E414,Wild birds and animals,Wild boar,2011-11-23,2011-12-09,,,,,9.1E+02,,Exceeded reference value,"Over 500 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012. Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Iwaki,Iwaki city,E562,Wild birds and animals,Pheasant,2011-11-23,2011-12-09,,,,,4.3E+01,,,
Fukushima prefecture,Fukushima prefecture,Minamiaizu,Minamiaizu county Minamiaizu town,D432,Wild birds and animals,Japanese sika deer,2011-11-23,2011-12-09,,,,,2.4E+01,,,
Fukushima prefecture,Fukushima prefecture,Kennan,Shirakawa city,E613,Wild birds and animals,Wild boar,2011-11-24,2011-12-09,,,,,1.1E+03,,Exceeded reference value,"Over 500 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012. Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B243,Wild birds and animals,Wild boar,2011-11-25,2011-12-09,,,,,6.7E+02,,Exceeded reference value,"Over 500 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012. Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Inawashiro town,B214,Wild birds and animals,Black bear,2011-11-26,2011-12-09,,,,,1.5E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,B011,Wild birds and animals,Black bear,2011-11-26,2011-12-09,,,,,1.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Minamiaizu,Minamiaizu county Shimogo town,D672,Wild birds and animals,Black bear,2011-11-26,2011-12-09,,,,,5.2E+01,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Kitakata city,A464,Wild birds and animals,Ducks,2011-11-27,2011-12-09,ND,<1.6E+01,ND,<1.1E+01,,,,
Fukushima prefecture,Fukushima prefecture,Iwaki,Iwaki city,E754,Wild birds and animals,Pheasant,2011-11-27,2011-12-09,,,,,1.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Minamiaizu,Minamiaizu county Minamiaizu town,D542,Wild birds and animals,Black bear,2011-11-27,2011-12-09,,,,,1.3E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kennan,Shirakawa city,E613,Wild birds and animals,Japanese sika deer,2011-11-27,2011-12-09,,,,,4.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Kitakata city,A562,Wild birds and animals,Copper pheasant,2011-11-27,2011-12-09,,,,,4.6E+01,,,
Fukushima prefecture,Fukushima prefecture,Kennan,Shirakawa city,E412,Wild birds and animals,Wild boar,2011-11-28,2011-12-09,,,,,1.3E+03,,Exceeded reference value,"Over 500 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012. Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date city,B553,Wild birds and animals,Wild boar,2011-11-28,2011-12-09,,,,,4.6E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Nishiaizu town,A251,Wild birds and animals,Black bear,2011-11-28,2011-12-09,,,,,3.0E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B121,Wild birds and animals,Ducks,2011-11-29,2011-12-09,,,,,9.2E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E733,Wild birds and animals,Ducks,2011-11-29,2011-12-09,,,,,1.8E+01,,,
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,C301,Wild birds and animals,Ducks,2011-11-29,2011-12-09,,,,,2.7E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B731,Wild birds and animals,Black bear,2011-11-29,2011-12-09,,,,,4.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B041,Wild birds and animals,Wild boar,2011-11-30,2011-12-09,,,,,8.6E+01,,,
Fukushima prefecture,Fukushima prefecture,Kennan,Nishishirakawa county Nishigo village,E611,Wild birds and animals,Wild boar,2011-11-30,2011-12-09,,,,,3.6E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kennan,Higashishirakawa county Yamatsuri town,E232,Wild birds and animals,Wild boar,2011-11-30,2011-12-09,,,,,1.6E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kawamata town,B442,Wild birds and animals,Wild boar,2011-11-30,2011-12-09,,,,,1.1E+03,,Exceeded reference value,"Over 500 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012. Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B063,Wild birds and animals,Pheasant,2011-11-30,2011-12-09,,,,,1.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kennan,Nishishirakawa county Nishigo village,E601,Wild birds and animals,Japanese sika deer,2011-11-30,2011-12-09,,,,,2.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Iwaki,Iwaki city,E563,Wild birds and animals,Pheasant,2011-12-01,2011-12-09,,,,,9.7E+01,,,
Fukushima prefecture,Fukushima prefecture,Iwaki,Iwaki city,E563,Wild birds and animals,Copper pheasant,2011-12-01,2011-12-09,,,,,2.9E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kennan,Shirakawa city,E613,Wild birds and animals,Wild boar,2011-12-02,2011-12-09,,,,,1.0E+03,,Exceeded reference value,"Over 500 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012. Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kawamata town,B442,Wild birds and animals,Wild boar,2011-12-02,2011-12-09,,,,,7.1E+02,,Exceeded reference value,"Over 500 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012. Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kawamata town,B442,Wild birds and animals,Wild boar,2011-12-02,2011-12-09,,,,,9.1E+02,,Exceeded reference value,"Over 500 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012. Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B121,Wild birds and animals,Wild boar,2011-12-03,2011-12-25,,,,,2.2E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B242,Wild birds and animals,Wild boar,2011-12-03,2011-12-25,,,,,3.4E+03,,Exceeded reference value,"Over 500 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012. Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B431,Wild birds and animals,Pheasant,2011-12-03,2011-12-25,,,,,7.1E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B343,Wild birds and animals,Wild boar,2011-12-04,2011-12-09,,,,,8.7E+02,,Exceeded reference value,"Over 500 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012. Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Iwaki,Iwaki city,E672,Wild birds and animals,Wild boar,2011-12-04,2011-12-25,,,,,1.4E+03,,Exceeded reference value,"Over 500 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012. Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kennan,Nishishirakawa county Nishigo village,E602,Wild birds and animals,Black bear,2011-12-05,2011-12-09,,,,,1.9E+03,,Exceeded reference value,"Over 500 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012. Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Ishikawa county Hirata village,E644,Wild birds and animals,Wild boar,2011-12-06,2011-12-25,,,,,1.3E+04,,Exceeded reference value,"Over 500 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012. Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B241,Wild birds and animals,Wild boar,2011-12-07,2011-12-25,,,,,4.7E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B241,Wild birds and animals,Wild boar,2011-12-07,2011-12-25,,,,,4.8E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B533,Wild birds and animals,Copper pheasant,2011-12-07,2012-03-23,,,,,4.8E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B243,Wild birds and animals,Wild boar,2011-12-08,2011-12-25,,,,,6.3E+02,,Exceeded reference value,"Over 500 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012. Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date city,B635,Wild birds and animals,Pheasant,2011-12-10,2011-12-25,,,,,6.0E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B533,Wild birds and animals,Copper pheasant,2011-12-10,2012-03-23,,,,,3.0E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B473,Wild birds and animals,Wild boar,2011-12-11,2011-12-25,,,,,5.7E+02,,Exceeded reference value,"Over 500 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012. Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Iwaki,Iwaki city,E654,Wild birds and animals,Pheasant,2011-12-11,2011-12-25,,,,,5.9E+01,,,
Fukushima prefecture,Fukushima prefecture,Iwaki,Iwaki city,E654,Wild birds and animals,Pheasant,2011-12-11,2011-12-25,,,,,6.5E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B443,Wild birds and animals,Ducks,2011-12-12,2012-01-13,,,,,4.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
